station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
CYBQ,2020-02-12 08:46,-98.5122,58.7061,281.00,-27.40,-34.60,67.31,310.00,11.00,0.00,30.08,1023.60,2.25,19.00,OVC,M,M,M,2900.00,M,M,M,-SN,M,M,M,M,M,M,-52.60,CYBQ 120846Z AUTO 31011G19KT 2 1/4SM -SN OVC029 M33/M37 A3008 RMK SLP236
CYDN,2020-02-12 08:59,-100.0525,51.1008,305.00,-14.80,-22.00,69.03,10.00,18.00,0.00,30.20,1025.90,2.50,25.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-41.86,CYDN 120859Z AUTO 01018G25KT 2 1/2SM HZ CLR M26/M30 A3020 RMK VIS VRB 1 3/4-3 PRESRR SLP259
CWWS,2020-02-12 09:00,-97.6164,52.8186,223.00,-23.60,-29.70,72.05,M,M,0.00,M,1026.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWWS 120900Z AUTO M31/M34 RMK AO1 27 0824Z SOG 01 3036 SLP260 T13091343 50001
CXMD,2020-02-12 09:00,-98.0839,49.1878,301.00,-4.20,-9.20,78.46,360.00,18.00,0.01,M,1017.90,M,26.00,M,M,M,M,M,M,M,M,M,M,M,M,29.00,340.00,2020-02-12 08:16,-27.90,CXMD 120900Z AUTO 36018G26KT M20/M23 RMK AO1 2PAST HR PRESRR SOG 09 1068 PK WND 34029/0816 SLP179 P0001 T12011229 50002
CYWG,2020-02-12 09:00,-97.2333,49.9167,239.00,-7.60,-14.80,69.96,10.00,25.00,0.00,30.00,1018.00,8.00,30.00,SCT,M,M,M,9500.00,M,M,M,DRSN,M,M,M,M,M,M,-35.80,CYWG 120900Z 01025G30KT 8SM DRSN SCT095 M22/M26 A3000 RMK AC4 OCNL BLSN PRESRR SLP180
CWCF,2020-02-12 09:00,-97.0219,52.3597,222.00,-24.00,-32.80,62.05,350.00,7.00,0.00,M,1024.40,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-43.48,CWCF 120900Z AUTO 35007KT M31/M36 RMK AO1 SOG 27 3047 SLP244 T13111360
CWEQ,2020-02-12 09:00,-101.2331,52.1150,335.00,-18.80,-24.70,73.42,50.00,10.00,0.00,M,1028.20,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-40.74,CWEQ 120900Z AUTO 05010KT M28/M32 RMK AO1 SOG 06 3048 SLP282 T12821315
CWGX,2020-02-12 09:00,-94.7000,56.3667,145.00,-35.70,-42.70,66.88,300.00,9.00,0.00,M,1022.70,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-60.67,CWGX 120900Z AUTO 30009KT M38/M42 RMK AO1 SOG 31 1013 SLP227 T13761415
CWII,2020-02-12 09:00,-96.5622,50.6951,220.00,-11.60,-17.50,74.25,350.00,14.00,0.00,M,1019.60,M,22.00,M,M,M,M,M,M,M,M,M,M,M,M,26.00,340.00,2020-02-12 08:30,-35.04,CWII 120900Z AUTO 35014G22KT M24/M28 RMK AO1 PK WND 34026/0830 SLP196 T12421275 51062
CWJD,2020-02-12 09:00,-99.2678,53.1864,223.00,-26.00,-33.30,67.13,320.00,3.00,0.00,M,1029.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-37.62,CWJD 120900Z AUTO 32003KT M32/M36 RMK AO1 SOG 45 3032 SLP290 T13221363
CWNK,2020-02-12 09:00,-98.0297,49.4981,268.00,-6.90,-10.30,84.66,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWNK 120900Z AUTO M22/M24 RMK AO1 29 0808Z T12161235 50002
CWPO,2020-02-12 09:00,-98.9050,49.1911,470.00,-6.70,-13.40,71.86,20.00,22.00,0.00,M,1019.40,M,29.00,M,M,M,M,M,M,M,M,M,M,M,M,33.00,20.00,2020-02-12 08:35,-33.24,CWPO 120900Z AUTO 02022G29KT M22/M25 RMK AO1 PRESRR SOG 17 3062 PK WND 02033/0835 SLP194 T12151252
CXGH,2020-02-12 09:00,-96.9822,50.6311,217.00,-12.50,-19.10,71.52,350.00,13.00,0.00,M,1018.50,M,19.00,M,M,M,M,M,M,M,M,M,M,M,M,26.00,340.00,2020-02-12 08:25,-35.44,CXGH 120900Z AUTO 35013G19KT M25/M28 RMK AO1 PRESRR PK WND 34026/0825 SLP185 T12471284 51062
CXWN,2020-02-12 09:00,-97.1296,49.8885,230.00,-6.90,-12.80,74.77,350.00,11.00,0.00,M,1018.20,M,22.00,M,M,M,M,M,M,M,M,M,M,M,M,25.00,0.00,2020-02-12 08:06,-26.69,CXWN 120900Z AUTO 35011G22KT M22/M25 RMK AO1 PRESRR PK WND 00025/0806 SLP182 T12161249 52072
CYBR,2020-02-12 09:00,-99.9519,49.9100,409.00,-5.80,-16.60,58.51,30.00,17.00,0.00,30.05,1021.50,15.00,23.00,SCT,BKN,M,M,5800.00,25000.00,M,M,DRSN,M,M,M,M,M,M,-29.44,CYBR 120900Z 03017G23KT 15SM DRSN SCT058 BKN250 M21/M27 A3005 RMK SC3CI2 PRESRR SLP215
CYDN,2020-02-12 09:00,-100.0525,51.1008,305.00,-14.80,-22.00,69.03,10.00,20.00,0.00,30.20,1025.90,2.50,25.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-43.02,CYDN 120900Z AUTO 01020G25KT 2 1/2SM HZ CLR M26/M30 A3020 RMK VIS VRB 1 3/4-3 PRESRR SLP259
CYIV,2020-02-12 09:00,-94.6537,53.8571,237.00,-29.20,-36.40,67.05,300.00,6.00,0.00,30.11,1023.10,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-48.18,CYIV 120900Z 30006KT 15SM SKC M34/M38 A3011 RMK SLP231
CYNE,2020-02-12 09:00,-97.8442,53.9583,223.00,-27.40,-34.60,67.31,330.00,5.00,0.00,30.22,1026.70,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-44.15,CYNE 120900Z AUTO 33005KT 9SM CLR M33/M37 A3022 RMK SLP267
CYQD,2020-02-12 09:00,-101.0911,53.9714,271.00,-25.60,-34.60,61.10,310.00,9.00,0.00,30.33,1030.70,9.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-48.11,CYQD 120900Z AUTO 31009G16KT 9SM CLR M32/M37 A3033 RMK SLP307
CYTH,2020-02-12 09:00,-97.8642,55.8011,218.00,-31.00,-38.20,66.79,310.00,5.00,0.00,30.19,1026.30,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-48.42,CYTH 120900Z 31005KT 15SM SKC M35/M39 A3019 RMK SLP263
CYYL,2020-02-12 09:00,-101.0761,56.8639,357.00,-31.00,-38.20,66.79,310.00,8.00,0.00,30.25,1030.40,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-53.49,CYYL 120900Z AUTO 31008KT 9SM CLR M35/M39 A3025 RMK SLP304
CYYQ,2020-02-12 09:00,-94.0650,58.7392,29.00,-29.20,-34.60,74.20,310.00,15.00,0.00,30.06,1018.60,0.75,22.00,VV ,M,M,M,500.00,M,M,M,IC BLSN,M,M,M,M,M,M,-58.56,CYYQ 120900Z 31015G22KT 3/4SM IC BLSN VV005 M34/M37 A3006 RMK BLSN8 SLP186
CYGX,2020-02-12 09:00,-94.7106,56.3575,145.00,-36.40,-43.60,65.99,290.00,9.00,0.00,30.12,1022.60,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-61.54,CYGX 120900Z 29009KT 15SM SKC M38/M42 A3012 RMK SLP226
CYBQ,2020-02-12 09:00,-98.5122,58.7061,281.00,-27.40,-34.60,67.31,310.00,12.00,0.00,30.08,1023.60,1.75,21.00,OVC,M,M,M,2900.00,M,M,M,-SN,M,M,M,M,M,M,-53.60,CYBQ 120900Z AUTO 31012G21KT 1 3/4SM -SN OVC029 M33/M37 A3008 RMK SLP236
CYDN,2020-02-12 09:09,-100.0525,51.1008,305.00,-14.80,-22.00,69.03,20.00,17.00,0.00,30.21,1026.10,3.00,25.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-41.24,CYDN 120909Z AUTO 02017G25KT 3SM HZ CLR M26/M30 A3021 RMK PRESRR SLP261
CYDN,2020-02-12 09:18,-100.0525,51.1008,305.00,-16.60,-22.00,75.63,10.00,17.00,0.00,30.22,1026.50,6.00,22.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-43.59,CYDN 120918Z AUTO 01017G22KT 6SM HZ CLR M27/M30 A3022 RMK PRESRR SLP265
CYYQ,2020-02-12 09:20,-94.0650,58.7392,29.00,-29.20,-34.60,74.20,310.00,15.00,0.00,30.05,1018.50,1.00,22.00,VV ,M,M,M,500.00,M,M,M,IC BLSN,M,M,M,M,M,M,-58.56,CYYQ 120920Z 31015G22KT 1SM IC BLSN VV005 M34/M37 A3005 RMK BLSN8 SLP185
CYBQ,2020-02-12 09:25,-98.5122,58.7061,281.00,-25.60,-34.60,61.10,310.00,13.00,0.00,30.09,1024.00,3.00,21.00,BKN,BKN,M,M,3500.00,7000.00,M,M,-SN,M,M,M,M,M,M,-52.22,CYBQ 120925Z AUTO 31013G21KT 3SM -SN BKN035 BKN070 M32/M37 A3009 RMK SLP240
CYBQ,2020-02-12 09:28,-98.5122,58.7061,281.00,-25.60,-34.60,61.10,310.00,13.00,0.00,30.09,1024.00,5.00,20.00,BKN,BKN,M,M,3700.00,9000.00,M,M,HZ,M,M,M,M,M,M,-52.22,CYBQ 120928Z AUTO 31013G20KT 5SM HZ BKN037 BKN090 M32/M37 A3009 RMK SLP240
CYBQ,2020-02-12 09:29,-98.5122,58.7061,281.00,-25.60,-34.60,61.10,310.00,13.00,0.00,30.09,1024.00,6.00,20.00,BKN,BKN,M,M,3700.00,9000.00,M,M,HZ,M,M,M,M,M,M,-52.22,CYBQ 120929Z AUTO 31013G20KT 6SM HZ BKN037 BKN090 M32/M37 A3009 RMK SLP240
CYDN,2020-02-12 09:44,-100.0525,51.1008,305.00,-16.60,-23.80,68.79,10.00,20.00,0.00,30.25,1027.40,5.00,25.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-45.41,CYDN 120944Z AUTO 01020G25KT 5SM HZ CLR M27/M31 A3025 RMK PRESRR SLP274
CYDN,2020-02-12 09:49,-100.0525,51.1008,305.00,-16.60,-23.80,68.79,20.00,20.00,0.00,30.25,1027.40,3.00,26.00,CLR,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,-45.41,CYDN 120949Z AUTO 02020G26KT 3SM -SN CLR M27/M31 A3025 RMK SLP274
CYDN,2020-02-12 09:58,-100.0525,51.1008,305.00,-16.60,-23.80,68.79,20.00,17.00,0.00,30.26,1027.70,7.00,22.00,CLR,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,-43.59,CYDN 120958Z AUTO 02017G22KT 7SM -SN CLR M27/M31 A3026 RMK SLP277
CYDN,2020-02-12 09:59,-100.0525,51.1008,305.00,-16.60,-23.80,68.79,20.00,18.00,0.00,30.26,1027.70,9.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-44.23,CYDN 120959Z AUTO 02018G23KT 9SM CLR M27/M31 A3026 RMK SLP277
CWWS,2020-02-12 10:00,-97.6164,52.8186,223.00,-24.50,-30.60,71.94,M,M,0.00,M,1027.30,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWWS 121000Z AUTO M31/M35 RMK AO1 26 0907Z SOG 01 2037 SLP273 T13141348 50001
CXMD,2020-02-12 10:00,-98.0839,49.1878,301.00,-7.60,-13.00,76.59,350.00,18.00,0.00,M,1020.10,M,26.00,M,M,M,M,M,M,M,M,M,M,M,M,29.00,10.00,2020-02-12 09:00,-32.38,CXMD 121000Z AUTO 35018G26KT M22/M25 RMK AO1 PRESRR SOG 09 3065 PK WND 01029/0900 SLP201 T12201250 50002
CYWG,2020-02-12 10:00,-97.2333,49.9167,239.00,-11.20,-20.20,63.32,360.00,19.00,0.00,30.06,1020.40,8.00,29.00,FEW,M,M,M,7500.00,M,M,M,DRSN,M,M,M,M,M,M,-37.69,CYWG 121000Z 36019G29KT 8SM DRSN FEW075 M24/M29 A3006 RMK AC1 AC TR OCNL BLSN PRESRR SLP204
CWCF,2020-02-12 10:00,-97.0219,52.3597,222.00,-25.40,-34.40,61.14,350.00,5.00,0.01,M,1025.70,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-41.77,CWCF 121000Z AUTO 35005KT M32/M37 RMK AO1 2PAST HR SOG 27 1046 SLP257 P0001 T13191369 50002
CWEQ,2020-02-12 10:00,-101.2331,52.1150,335.00,-20.00,-27.40,67.60,80.00,3.00,0.00,M,1029.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-30.76,CWEQ 121000Z AUTO 08003KT M29/M33 RMK AO1 SOG 06 1045 SLP295 T12891330
CWGX,2020-02-12 10:00,-94.7000,56.3667,145.00,-35.10,-43.60,61.33,300.00,9.00,0.00,M,1023.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-59.92,CWGX 121000Z AUTO 30009KT M37/M42 RMK AO1 SOG 31 1010 SLP230 T13731420
CWII,2020-02-12 10:00,-96.5622,50.6951,220.00,-15.30,-24.00,63.71,360.00,13.00,0.00,M,1021.90,M,21.00,M,M,M,M,M,M,M,M,M,M,M,M,23.00,340.00,2020-02-12 09:19,-39.03,CWII 121000Z AUTO 36013G21KT M26/M31 RMK AO1 PRESRR PK WND 34023/0919 SLP219 T12631311 53061
CWJD,2020-02-12 10:00,-99.2678,53.1864,223.00,-26.00,-33.00,68.26,320.00,5.00,0.00,M,1029.70,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-42.49,CWJD 121000Z AUTO 32005KT M32/M36 RMK AO1 SOG 45 1027 SLP297 T13221361
CWNK,2020-02-12 10:00,-98.0297,49.4981,268.00,-8.50,-16.10,68.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWNK 121000Z AUTO M23/M27 RMK AO1 30 0921Z T12251267 50002
CWPO,2020-02-12 10:00,-98.9050,49.1911,470.00,-9.90,-17.10,69.67,10.00,21.00,0.00,M,1021.40,M,29.00,M,M,M,M,M,M,M,M,M,M,M,M,29.00,0.00,2020-02-12 09:45,-37.03,CWPO 121000Z AUTO 01021G29KT M23/M27 RMK AO1 SOG 17 2059 PK WND 00029/0945 SLP214 T12331273
CXGH,2020-02-12 10:00,-96.9822,50.6311,217.00,-15.00,-23.30,65.12,360.00,17.00,0.00,M,1020.70,M,25.00,M,M,M,M,M,M,M,M,M,M,M,M,25.00,350.00,2020-02-12 09:39,-41.50,CXGH 121000Z AUTO 36017G25KT M26/M31 RMK AO1 PRESRR PK WND 35025/0939 SLP207 T12611307 53061
CXWN,2020-02-12 10:00,-97.1296,49.8885,230.00,-10.50,-17.00,72.13,350.00,10.00,0.00,M,1020.30,M,17.00,M,M,M,M,M,M,M,M,M,M,M,M,21.00,350.00,2020-02-12 09:45,-30.33,CXWN 121000Z AUTO 35010G17KT M24/M27 RMK AO1 PK WND 35021/0945 SLP203 T12361272 51066
CYBR,2020-02-12 10:00,-99.9519,49.9100,409.00,-11.20,-20.20,63.32,50.00,8.00,0.00,30.11,1023.80,15.00,15.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,-29.10,CYBR 121000Z 05008G15KT 15SM FEW250 M24/M29 A3011 RMK CI2 SLP238
CYDN,2020-02-12 10:00,-100.0525,51.1008,305.00,-16.60,-23.80,68.79,20.00,18.00,0.00,30.26,1027.70,9.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-44.23,CYDN 121000Z AUTO 02018G23KT 9SM CLR M27/M31 A3026 RMK SLP277
CYIV,2020-02-12 10:00,-94.6537,53.8571,237.00,-31.00,-38.20,66.79,280.00,6.00,0.00,30.13,1024.10,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-50.34,CYIV 121000Z 28006KT 15SM SKC M35/M39 A3013 RMK SLP241
CYNE,2020-02-12 10:00,-97.8442,53.9583,223.00,-29.20,-34.60,74.20,310.00,6.00,0.00,30.24,1027.60,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-48.18,CYNE 121000Z AUTO 31006KT 9SM CLR M34/M37 A3024 RMK SLP276
CYQD,2020-02-12 10:00,-101.0911,53.9714,271.00,-27.40,-34.60,67.31,300.00,9.00,0.00,30.35,1031.40,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-50.35,CYQD 121000Z AUTO 30009KT 9SM CLR M33/M37 A3035 RMK SLP314
CYTH,2020-02-12 10:00,-97.8642,55.8011,218.00,-31.00,-38.20,66.79,300.00,7.00,0.00,30.20,1026.70,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-52.01,CYTH 121000Z 30007KT 15SM SKC M35/M39 A3020 RMK SLP267
CYYL,2020-02-12 10:00,-101.0761,56.8639,357.00,-31.00,-38.20,66.79,300.00,13.00,0.00,30.25,1030.30,9.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-59.14,CYYL 121000Z AUTO 30013G18KT 9SM CLR M35/M39 A3025 RMK SLP303
CYYQ,2020-02-12 10:00,-94.0650,58.7392,29.00,-27.40,-32.80,74.41,310.00,17.00,0.00,30.05,1018.30,1.50,M,VV ,M,M,M,900.00,M,M,M,IC BLSN,M,M,M,M,M,M,-57.74,CYYQ 121000Z 31017KT 1 1/2SM IC BLSN VV009 M33/M36 A3005 RMK BLSN8 SLP183
CYGX,2020-02-12 10:00,-94.7106,56.3575,145.00,-36.40,-41.80,73.33,280.00,9.00,0.00,30.12,1022.90,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-61.54,CYGX 121000Z 28009KT 15SM SKC M38/M41 A3012 RMK SLP229
CYBQ,2020-02-12 10:00,-98.5122,58.7061,281.00,-25.60,-32.80,67.56,300.00,13.00,0.00,30.08,1023.80,9.00,21.00,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,-52.22,CYBQ 121000Z AUTO 30013G21KT 9SM OVC090 M32/M36 A3008 RMK SLP238
CYYQ,2020-02-12 10:18,-94.0650,58.7392,29.00,-25.60,-31.00,74.62,310.00,17.00,0.00,30.05,1018.30,1.00,22.00,VV ,M,M,M,1300.00,M,M,M,IC BLSN,M,M,M,M,M,M,-55.38,CYYQ 121018Z 31017G22KT 1SM IC BLSN VV013 M32/M35 A3005 RMK BLSN8 SLP183
CWWS,2020-02-12 11:00,-97.6164,52.8186,223.00,-25.10,-31.20,71.86,M,M,0.00,M,1028.30,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWWS 121100Z AUTO M32/M35 RMK AO1 26 SOG 01 1034 SLP283 T13171351 50001
CXMD,2020-02-12 11:00,-98.0839,49.1878,301.00,-11.70,-18.00,72.73,360.00,18.00,0.00,M,1022.20,M,27.00,M,M,M,M,M,M,M,M,M,M,M,M,27.00,10.00,2020-02-12 10:54,-37.78,CXMD 121100Z AUTO 36018G27KT M24/M28 RMK AO1 SOG 22 1063 PK WND 01027/1054 SLP222 T12431278 50002
CYWG,2020-02-12 11:00,-97.2333,49.9167,239.00,-14.80,-23.80,62.78,350.00,17.00,0.00,30.12,1022.30,10.00,28.00,FEW,M,M,M,7500.00,M,M,M,DRSN,M,M,M,M,M,M,-41.24,CYWG 121100Z 35017G28KT 10SM DRSN FEW075 M26/M31 A3012 RMK AC1 AC TR SLP223
CWCF,2020-02-12 11:00,-97.0219,52.3597,222.00,-26.30,-34.80,62.73,330.00,7.00,0.00,M,1026.90,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-46.28,CWCF 121100Z AUTO 33007KT M32/M37 RMK AO1 SOG 27 1039 SLP269 T13241371 50002
CWEQ,2020-02-12 11:00,-101.2331,52.1150,335.00,-21.80,-28.70,69.21,90.00,2.00,0.00,M,1030.80,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWEQ 121100Z AUTO 09002KT M30/M34 RMK AO1 SOG 06 1038 SLP308 T12991337
CWGX,2020-02-12 11:00,-94.7000,56.3667,145.00,-34.20,-42.70,61.47,290.00,9.00,0.00,M,1022.90,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-58.80,CWGX 121100Z AUTO 29009KT M37/M42 RMK AO1 SOG 31 0005 SLP229 T13681415
CWII,2020-02-12 11:00,-96.5622,50.6951,220.00,-17.90,-26.70,62.99,360.00,12.00,0.00,M,1023.80,M,19.00,M,M,M,M,M,M,M,M,M,M,M,M,22.00,0.00,2020-02-12 10:21,-41.51,CWII 121100Z AUTO 36012G19KT M28/M33 RMK AO1 PK WND 00022/1021 SLP238 T12771326 51059
CWJD,2020-02-12 11:00,-99.2678,53.1864,223.00,-26.30,-31.90,73.72,320.00,4.00,0.00,M,1030.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-40.66,CWJD 121100Z AUTO 32004KT M32/M36 RMK AO1 SOG 45 1025 SLP305 T13241355
CWNK,2020-02-12 11:00,-98.0297,49.4981,268.00,-13.70,-20.60,70.26,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWNK 121100Z AUTO M25/M29 RMK AO1 28 T12541292 50002
CWPO,2020-02-12 11:00,-98.9050,49.1911,470.00,-14.10,-21.30,69.12,10.00,21.00,0.00,M,1023.20,M,29.00,M,M,M,M,M,M,M,M,M,M,M,M,29.00,20.00,2020-02-12 10:01,-42.63,CWPO 121100Z AUTO 01021G29KT M26/M30 RMK AO1 SOG 17 1057 PK WND 02029/1001 SLP232 T12561296
CXGH,2020-02-12 11:00,-96.9822,50.6311,217.00,-17.00,-25.20,65.18,360.00,15.00,0.00,M,1022.80,M,22.00,M,M,M,M,M,M,M,M,M,M,M,M,25.00,350.00,2020-02-12 10:34,-42.74,CXGH 121100Z AUTO 36015G22KT M27/M32 RMK AO1 PK WND 35025/1034 SLP228 T12721318 51061
CXWN,2020-02-12 11:00,-97.1296,49.8885,230.00,-13.90,-20.90,69.87,340.00,10.00,0.00,M,1022.40,M,19.00,M,M,M,M,M,M,M,M,M,M,M,M,22.00,0.00,2020-02-12 10:37,-34.59,CXWN 121100Z AUTO 34010G19KT M26/M29 RMK AO1 PK WND 00022/1037 SLP224 T12551294 51065
CYBR,2020-02-12 11:00,-99.9519,49.9100,409.00,-13.00,-23.80,57.35,30.00,10.00,0.00,30.16,1025.40,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,-33.46,CYBR 121100Z 03010KT 15SM FEW250 M25/M31 A3016 RMK CI2 SLP254
CYDN,2020-02-12 11:00,-100.0525,51.1008,305.00,-18.40,-25.60,68.55,360.00,6.00,0.00,30.30,1029.30,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-35.17,CYDN 121100Z AUTO 36006KT 9SM CLR M28/M32 A3030 RMK SLP293
CYIV,2020-02-12 11:00,-94.6537,53.8571,237.00,-32.80,-38.20,73.77,280.00,7.00,0.00,30.15,1024.80,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-54.21,CYIV 121100Z 28007KT 15SM SKC M36/M39 A3015 RMK SLP248
CYNE,2020-02-12 11:00,-97.8442,53.9583,223.00,-29.20,-36.40,67.05,300.00,5.00,0.00,30.26,1028.20,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-46.29,CYNE 121100Z AUTO 30005KT 9SM CLR M34/M38 A3026 RMK SLP282
CYQD,2020-02-12 11:00,-101.0911,53.9714,271.00,-27.40,-34.60,67.31,300.00,9.00,0.00,30.37,1032.20,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-50.35,CYQD 121100Z AUTO 30009KT 9SM CLR M33/M37 A3037 RMK SLP322
CYTH,2020-02-12 11:00,-97.8642,55.8011,218.00,-29.20,-36.40,67.05,300.00,8.00,0.00,30.20,1026.80,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-51.27,CYTH 121100Z 30008KT 15SM SKC M34/M38 A3020 RMK SLP268
CYYL,2020-02-12 11:00,-101.0761,56.8639,357.00,-31.00,-38.20,66.79,300.00,10.00,0.00,30.25,1030.40,9.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-56.03,CYYL 121100Z AUTO 30010G16KT 9SM CLR M35/M39 A3025 RMK SLP304
CYYQ,2020-02-12 11:00,-94.0650,58.7392,29.00,-25.60,-31.00,74.62,300.00,17.00,0.00,30.05,1018.20,1.50,23.00,VV ,M,M,M,1800.00,M,M,M,IC BLSN,M,M,M,M,M,M,-55.38,CYYQ 121100Z 30017G23KT 1 1/2SM IC BLSN VV018 M32/M35 A3005 RMK BLSN8 SLP182
CYGX,2020-02-12 11:00,-94.7106,56.3575,145.00,-34.60,-41.80,66.26,280.00,9.00,0.00,30.12,1022.90,14.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-59.30,CYGX 121100Z 28009KT 14SM SKC M37/M41 A3012 RMK SLP229
CYBQ,2020-02-12 11:00,-98.5122,58.7061,281.00,-23.80,-32.80,61.39,310.00,10.00,0.00,30.08,1023.70,9.00,20.00,BKN,OVC,M,M,7500.00,8700.00,M,M,M,M,M,M,M,M,M,-47.01,CYBQ 121100Z AUTO 31010G20KT 9SM BKN075 OVC087 M31/M36 A3008 RMK SLP237
CYBQ,2020-02-12 11:11,-98.5122,58.7061,281.00,-23.80,-32.80,61.39,300.00,13.00,0.00,30.06,1023.20,8.00,23.00,BKN,OVC,M,M,7000.00,8700.00,M,M,-SN,M,M,M,M,M,M,-49.92,CYBQ 121111Z AUTO 30013G23KT 8SM -SN BKN070 OVC087 M31/M36 A3006 RMK PRESFR SLP232
CYBQ,2020-02-12 11:21,-98.5122,58.7061,281.00,-23.80,-32.80,61.39,300.00,11.00,0.00,30.06,1023.20,9.00,21.00,BKN,OVC,M,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,-48.05,CYBQ 121121Z AUTO 30011G21KT 9SM BKN060 OVC075 M31/M36 A3006 RMK SLP232
CWWS,2020-02-12 12:00,-97.6164,52.8186,223.00,-25.60,-31.90,71.01,M,M,0.00,M,1029.20,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CWWS 121200Z AUTO M32/M36 RMK AO1 24 SOG 01 1029 SLP292 T13201355 50001
CXMD,2020-02-12 12:00,-98.0839,49.1878,301.00,-14.60,-20.90,72.38,350.00,16.00,0.00,M,1024.10,M,23.00,M,M,M,M,M,M,M,M,M,M,M,M,25.00,0.00,2020-02-12 11:19,-40.32,CXMD 121200Z AUTO 35016G23KT M26/M29 RMK AO1 SOG 09 1057 PK WND 00025/1119 SLP241 T12591294 50002
CYWG,2020-02-12 12:00,-97.2333,49.9167,239.00,-16.60,-25.60,62.51,360.00,16.00,0.00,30.18,1024.70,15.00,25.00,FEW,M,M,M,7500.00,M,M,M,DRSN,M,M,M,M,M,M,-42.93,CYWG 121200Z 36016G25KT 15SM DRSN FEW075 M27/M32 A3018 RMK AC1 PRESRR SLP247
